,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point
11111,dc:a6:32:26:67:ab,48.36876,15.135064,80,-55,2022-07-11T12:17:15.311+0100,2022-07-11 12:17:16,11.852505396106595,12
11112,dc:a6:32:26:67:ab,45.94233,10.299792,88,-51,2022-07-11T12:17:17.408+0100,2022-07-11 12:17:17,17.24011470000371,12
11113,dc:a6:32:26:67:ab,45.94233,10.299792,88,-51,2022-07-11T12:17:17.408+0100,2022-07-11 12:17:18,17.24011470000371,12
11114,dc:a6:32:26:67:ab,43.707184,5.7539854,88,-50,2022-07-11T12:17:19.419+0100,2022-07-11 12:17:19,22.29687121287588,12
11115,dc:a6:32:26:67:ab,43.707184,5.7539854,88,-50,2022-07-11T12:17:19.419+0100,2022-07-11 12:17:20,22.29687121287588,12
11116,dc:a6:32:26:67:ab,41.07217,0.9306032,80,-53,2022-07-11T12:17:21.422+0100,2022-07-11 12:17:21,27.773209721674988,12
11117,dc:a6:32:26:67:ab,41.07217,0.9306032,80,-53,2022-07-11T12:17:21.422+0100,2022-07-11 12:17:23,27.773209721674988,12
11118,dc:a6:32:26:67:ab,36.416668,0.0,80,-51,2022-07-11T12:17:23.434+0100,2022-07-11 12:17:24,30.77909856864532,12
11119,dc:a6:32:26:67:ab,36.416668,0.0,80,-51,2022-07-11T12:17:23.434+0100,2022-07-11 12:17:25,30.77909856864532,12
11120,dc:a6:32:26:67:ab,36.416668,0.0,80,-51,2022-07-11T12:17:25.453+0100,2022-07-11 12:17:26,30.77909856864532,12
11121,dc:a6:32:26:67:ab,36.416668,0.0,80,-51,2022-07-11T12:17:25.453+0100,2022-07-11 12:17:27,30.77909856864532,12
11122,dc:a6:32:26:67:ab,40.9556,1.070472,80,-53,2022-07-11T12:17:27.508+0100,2022-07-11 12:17:28,27.6941368383834,12
11123,dc:a6:32:26:67:ab,42.012337,3.2295687,80,-53,2022-07-11T12:17:29.548+0100,2022-07-11 12:17:29,25.29115999838087,12
11124,dc:a6:32:26:67:ab,42.012337,3.2295687,80,-53,2022-07-11T12:17:29.548+0100,2022-07-11 12:17:30,25.29115999838087,12
11125,dc:a6:32:26:67:ab,42.810104,4.8306036,80,-51,2022-07-11T12:17:31.644+0100,2022-07-11 12:17:31,23.503553725920785,12
11126,dc:a6:32:26:67:ab,42.810104,4.8306036,80,-51,2022-07-11T12:17:31.644+0100,2022-07-11 12:17:32,23.503553725920785,12
11127,dc:a6:32:26:67:ab,42.401638,4.8032675,80,-52,2022-07-11T12:17:33.733+0100,2022-07-11 12:17:34,23.69949625470888,12
11128,dc:a6:32:26:67:ab,42.401638,4.8032675,80,-52,2022-07-11T12:17:33.733+0100,2022-07-11 12:17:35,23.69949625470888,12
11129,dc:a6:32:26:67:ab,42.38358,4.7671547,80,-54,2022-07-11T12:17:35.711+0100,2022-07-11 12:17:36,23.739860881996847,12
11130,dc:a6:32:26:67:ab,42.38358,4.7671547,80,-54,2022-07-11T12:17:35.711+0100,2022-07-11 12:17:37,23.739860881996847,12
11131,dc:a6:32:26:67:ab,41.987717,3.1672194,80,-51,2022-07-11T12:17:37.716+0100,2022-07-11 12:17:38,25.35810646909838,12
11132,dc:a6:32:26:67:ab,41.987717,3.1672194,80,-51,2022-07-11T12:17:37.716+0100,2022-07-11 12:17:39,25.35810646909838,12
11133,dc:a6:32:26:67:ab,41.192608,1.174815,80,-51,2022-07-11T12:17:39.834+0100,2022-07-11 12:17:40,27.501076782941592,12
11134,dc:a6:32:26:67:ab,41.192608,1.174815,80,-51,2022-07-11T12:17:39.834+0100,2022-07-11 12:17:41,27.501076782941592,12
11135,dc:a6:32:26:67:ab,43.7,0.0,80,-53,2022-07-11T12:17:41.854+0100,2022-07-11 12:17:42,27.680587020365014,12
11136,dc:a6:32:26:67:ab,43.7,0.0,80,-53,2022-07-11T12:17:41.854+0100,2022-07-11 12:17:43,27.680587020365014,12
11137,dc:a6:32:26:67:ab,43.7,0.0,80,-52,2022-07-11T12:17:43.870+0100,2022-07-11 12:17:44,27.680587020365014,12
11138,dc:a6:32:26:67:ab,43.7,0.0,80,-53,2022-07-11T12:17:45.873+0100,2022-07-11 12:17:46,27.680587020365014,12
11139,dc:a6:32:26:67:ab,43.7,0.0,80,-53,2022-07-11T12:17:45.873+0100,2022-07-11 12:17:47,27.680587020365014,12
11140,dc:a6:32:26:67:ab,42.423553,3.2474022,80,-54,2022-07-11T12:17:47.990+0100,2022-07-11 12:17:48,25.107195053573108,12
11141,dc:a6:32:26:67:ab,42.423553,3.2474022,80,-54,2022-07-11T12:17:47.990+0100,2022-07-11 12:17:49,25.107195053573108,12
11142,dc:a6:32:26:67:ab,44.841644,8.080796,80,-50,2022-07-11T12:17:49.995+0100,2022-07-11 12:17:50,19.711691373380216,12
11143,dc:a6:32:26:67:ab,44.841644,8.080796,80,-50,2022-07-11T12:17:49.995+0100,2022-07-11 12:17:51,19.711691373380216,12
11144,dc:a6:32:26:67:ab,47.243156,12.489061,80,-51,2022-07-11T12:17:52.063+0100,2022-07-11 12:17:52,14.725442717994492,12
11145,dc:a6:32:26:67:ab,47.243156,12.489061,80,-51,2022-07-11T12:17:52.063+0100,2022-07-11 12:17:53,14.725442717994492,12
11146,dc:a6:32:26:67:ab,49.2364,16.867607,80,-51,2022-07-11T12:17:54.113+0100,2022-07-11 12:17:54,9.928548243744851,12
11147,dc:a6:32:26:67:ab,49.2364,16.867607,80,-51,2022-07-11T12:17:54.113+0100,2022-07-11 12:17:56,9.928548243744851,12
11148,dc:a6:32:26:67:ab,52.0,22.000002,80,-53,2022-07-11T12:17:56.113+0100,2022-07-11 12:17:57,4.275289090239865,12
11149,dc:a6:32:26:67:ab,52.0,22.0,80,-51,2022-07-11T12:17:58.173+0100,2022-07-11 12:17:58,4.275291076874182,12
11150,dc:a6:32:26:67:ab,52.0,22.0,80,-51,2022-07-11T12:17:58.173+0100,2022-07-11 12:17:59,4.275291076874182,12
11151,dc:a6:32:26:67:ab,48.764927,17.147398,80,-51,2022-07-11T12:18:00.203+0100,2022-07-11 12:18:00,9.833588869321972,12
11152,dc:a6:32:26:67:ab,48.764927,17.147398,80,-51,2022-07-11T12:18:00.203+0100,2022-07-11 12:18:01,9.833588869321972,12
11153,dc:a6:32:26:67:ab,48.77593,17.163897,80,-54,2022-07-11T12:18:02.270+0100,2022-07-11 12:18:02,9.81415071462778,12
11154,dc:a6:32:26:67:ab,48.77593,17.163897,80,-54,2022-07-11T12:18:02.270+0100,2022-07-11 12:18:03,9.81415071462778,12
11155,dc:a6:32:26:67:ab,48.79793,17.196896,80,-51,2022-07-11T12:18:04.287+0100,2022-07-11 12:18:04,9.775280486567944,12
11156,dc:a6:32:26:67:ab,48.79793,17.196896,80,-51,2022-07-11T12:18:04.287+0100,2022-07-11 12:18:05,9.775280486567944,12
