,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point
13032,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:32,19.16526145726314,15
13033,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:33,19.16526145726314,15
13034,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:34,19.16526145726314,15
13035,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:36,19.16526145726314,15
13036,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:37,19.16526145726314,15
13037,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:38,19.16526145726314,15
13038,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:39,19.16526145726314,15
13039,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:40,19.16526145726314,15
13040,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:41,19.16526145726314,15
13041,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:42,19.16526145726314,15
13042,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:43,19.16526145726314,15
13043,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:44,19.16526145726314,15
13044,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:45,19.16526145726314,15
13045,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:46,19.16526145726314,15
13046,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:48,19.16526145726314,15
13047,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:50,19.16526145726314,15
13048,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:51,19.16526145726314,15
13049,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:52,19.16526145726314,15
13050,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:53,19.16526145726314,15
13051,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:54,19.16526145726314,15
13052,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:55,19.16526145726314,15
13053,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:56,19.16526145726314,15
