,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point,associated,locComputeType
12402,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:32,37.46889399981849,14,,
12403,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:33,37.46889399981849,14,,
12404,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:34,37.46889399981849,14,,
12405,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:35,37.46889399981849,14,,
12406,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:36,37.46889399981849,14,,
12407,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:37,37.46889399981849,14,,
12408,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:39,37.46889399981849,14,,
12409,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:40,37.46889399981849,14,,
12410,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:41,37.46889399981849,14,,
12411,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:42,37.46889399981849,14,,
12412,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:43,37.46889399981849,14,,
12413,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:44,37.46889399981849,14,,
12414,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:45,37.46889399981849,14,,
12415,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:47,37.46889399981849,14,,
12416,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:48,37.46889399981849,14,,
12417,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:49,37.46889399981849,14,,
12418,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:50,37.46889399981849,14,,
12419,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:51,37.46889399981849,14,,
12420,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:52,37.46889399981849,14,,
12421,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:53,37.46889399981849,14,,
12422,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:54,37.46889399981849,14,,
12423,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:55,37.46889399981849,14,,
12424,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:56,37.46889399981849,14,,
12425,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:58,37.46889399981849,14,,
12426,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:44:59,37.46889399981849,14,,
12427,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:00,37.46889399981849,14,,
12428,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:01,37.46889399981849,14,,
12429,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:02,37.46889399981849,14,,
12430,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:03,37.46889399981849,14,,
12431,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:04,37.46889399981849,14,,
12432,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:05,37.46889399981849,14,,
12433,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:06,37.46889399981849,14,,
12434,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:07,37.46889399981849,14,,
12435,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:08,37.46889399981849,14,,
12436,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:09,37.46889399981849,14,,
12437,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:10,37.46889399981849,14,,
12438,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:12,37.46889399981849,14,,
12439,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:13,37.46889399981849,14,,
12440,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:14,37.46889399981849,14,,
12441,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:15,37.46889399981849,14,,
12442,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:16,37.46889399981849,14,,
12443,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:17,37.46889399981849,14,,
12444,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:18,37.46889399981849,14,,
12445,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:20,37.46889399981849,14,,
12446,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:21,37.46889399981849,14,,
12447,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:22,37.46889399981849,14,,
12448,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:23,37.46889399981849,14,,
12449,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:24,37.46889399981849,14,,
12450,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:25,37.46889399981849,14,,
12451,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:26,37.46889399981849,14,,
12452,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:27,37.46889399981849,14,,
12453,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:28,37.46889399981849,14,,
12454,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:29,37.46889399981849,14,,
12455,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:30,37.46889399981849,14,,
12456,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:31,37.46889399981849,14,,
12457,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:32,37.46889399981849,14,,
12458,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:33,37.46889399981849,14,,
12459,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:35,37.46889399981849,14,,
12460,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:36,37.46889399981849,14,,
12461,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:37,37.46889399981849,14,,
12462,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:38,37.46889399981849,14,,
12463,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:39,37.46889399981849,14,,
12464,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:40,37.46889399981849,14,,
12465,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:41,37.46889399981849,14,,
12466,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:42,37.46889399981849,14,,
12467,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:43,37.46889399981849,14,,
12468,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:44,37.46889399981849,14,,
12469,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:45,37.46889399981849,14,,
12470,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:46,37.46889399981849,14,,
12471,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:48,37.46889399981849,14,,
12472,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:49,37.46889399981849,14,,
12473,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:50,37.46889399981849,14,,
12474,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:51,37.46889399981849,14,,
12475,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:52,37.46889399981849,14,,
12476,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:53,37.46889399981849,14,,
12477,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:54,37.46889399981849,14,,
12478,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:55,37.46889399981849,14,,
12479,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:56,37.46889399981849,14,,
12480,f4:02:28:5a:28:63,15.217593,35.571495,24,-51,2022-07-11T11:40:39.656+0100,2022-07-11 11:45:57,37.46889399981849,14,,
