,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point
13051,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:54,19.16526145726314,15
13052,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:55,19.16526145726314,15
13053,f4:02:28:5a:28:63,46.556866,24.24019,48,-68,2022-07-11T16:14:53.447+0100,2022-07-11 16:15:56,19.16526145726314,15
13054,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:15:57,48.967312912379946,15
13055,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:15:58,48.967312912379946,15
13056,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:15:59,48.967312912379946,15
13057,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:16:00,48.967312912379946,15
13058,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:16:01,48.967312912379946,15
13059,f4:02:28:5a:28:63,17.268106,34.005684,40,-60,2022-07-11T16:15:56.827+0100,2022-07-11 16:16:02,48.967312912379946,15
13060,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:03,43.39759442489717,15
13061,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:04,43.39759442489717,15
13062,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:05,43.39759442489717,15
13063,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:06,43.39759442489717,15
13064,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:08,43.39759442489717,15
13065,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:09,43.39759442489717,15
13066,f4:02:28:5a:28:63,23.831615,14.527099,48,-60,2022-07-11T16:16:02.851+0100,2022-07-11 16:16:10,43.39759442489717,15
